"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"99405099999","2014-02-16","26.61","-80.03","0.0","LAKE WORTH FL, US","  63.2","24","9999.9"," 0","1019.6","24","999.9"," 0","999.9"," 0","  7.7","24"," 12.0"," 15.9","  72.0","*","  51.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-17","26.61","-80.03","0.0","LAKE WORTH FL, US","  68.5","24","9999.9"," 0","1021.5","24","999.9"," 0","999.9"," 0","  6.6","24","  9.9"," 12.0","  72.7","*","  64.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-18","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.9","24","9999.9"," 0","1022.2","24","999.9"," 0","999.9"," 0","  8.2","24"," 12.0"," 14.0","  75.0","*","  71.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-19","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.9","24","9999.9"," 0","1020.6","24","999.9"," 0","999.9"," 0"," 10.2","24"," 13.0"," 14.0","  75.2","*","  72.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-20","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.5","24","9999.9"," 0","1019.9","24","999.9"," 0","999.9"," 0"," 12.0","24"," 17.1"," 19.0","  76.6","*","  74.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-21","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.5","24","9999.9"," 0","1018.2","24","999.9"," 0","999.9"," 0"," 17.1","24"," 20.0"," 22.9","  77.0","*","  75.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-22","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.8","24","9999.9"," 0","1017.6","24","999.9"," 0","999.9"," 0","  9.2","24"," 15.0"," 17.1","  77.2","*","  72.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-23","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.1","24","9999.9"," 0","1017.5","24","999.9"," 0","999.9"," 0","  7.6","24"," 15.0"," 15.9","  77.5","*","  72.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-24","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.7","24","9999.9"," 0","1015.8","24","999.9"," 0","999.9"," 0","  6.3","24"," 13.0"," 15.9","  81.7","*","  70.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-25","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.9","24","9999.9"," 0","1015.5","24","999.9"," 0","999.9"," 0","  5.1","24","  8.9"," 11.1","  79.2","*","  69.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-26","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.9","24","9999.9"," 0","1011.8","24","999.9"," 0","999.9"," 0","  7.8","24"," 15.9"," 22.0","  82.2","*","  66.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-27","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.1","24","9999.9"," 0","1009.8","24","999.9"," 0","999.9"," 0"," 10.2","24"," 14.0"," 17.1","  77.0","*","  68.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-02-28","26.61","-80.03","0.0","LAKE WORTH FL, US","  65.7","24","9999.9"," 0","1014.1","24","999.9"," 0","999.9"," 0","  7.0","24"," 11.1"," 14.0","  70.7","*","  60.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-01","26.61","-80.03","0.0","LAKE WORTH FL, US","  66.9","24","9999.9"," 0","1018.7","24","999.9"," 0","999.9"," 0","  8.6","24"," 17.1"," 20.0","  73.9","*","  59.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-02","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.3","24","9999.9"," 0","1020.3","24","999.9"," 0","999.9"," 0"," 10.8","24"," 15.9"," 18.1","  75.0","*","  72.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-03","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.7","24","9999.9"," 0","1017.5","24","999.9"," 0","999.9"," 0","  9.5","24"," 15.0"," 17.1","  75.9","*","  65.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-04","26.61","-80.03","0.0","LAKE WORTH FL, US","  71.1","24","9999.9"," 0","1016.4","24","999.9"," 0","999.9"," 0","  7.4","24"," 15.9"," 17.1","  75.6","*","  64.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-05","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.1","24","9999.9"," 0","1015.4","24","999.9"," 0","999.9"," 0"," 10.4","24"," 22.0"," 28.0","  76.8","*","  70.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-06","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.5","23","9999.9"," 0","1012.7","23","999.9"," 0","999.9"," 0","  6.8","23"," 18.1"," 20.0","  76.6","*","  67.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-07","26.61","-80.03","0.0","LAKE WORTH FL, US","  70.6","24","9999.9"," 0","1010.0","24","999.9"," 0","999.9"," 0","  9.6","24"," 18.1"," 22.9","  75.0","*","  68.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-08","26.61","-80.03","0.0","LAKE WORTH FL, US","  61.4","24","9999.9"," 0","1017.4","24","999.9"," 0","999.9"," 0","  8.6","24"," 15.0"," 15.9","  68.0","*","  53.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-09","26.61","-80.03","0.0","LAKE WORTH FL, US","  67.4","24","9999.9"," 0","1019.8","24","999.9"," 0","999.9"," 0","  8.1","24"," 15.0"," 17.1","  72.0","*","  63.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-10","26.61","-80.03","0.0","LAKE WORTH FL, US","  71.3","24","9999.9"," 0","1018.1","24","999.9"," 0","999.9"," 0","  7.4","24"," 15.0"," 15.9","  74.5","*","  66.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-11","26.61","-80.03","0.0","LAKE WORTH FL, US","  70.7","24","9999.9"," 0","1014.3","24","999.9"," 0","999.9"," 0","  9.0","24"," 18.1"," 19.0","  74.7","*","  64.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-12","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.4","24","9999.9"," 0","1010.4","24","999.9"," 0","999.9"," 0"," 12.3","24"," 19.0"," 22.0","  83.1","*","  71.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-13","26.61","-80.03","0.0","LAKE WORTH FL, US","  67.9","24","9999.9"," 0","1013.9","24","999.9"," 0","999.9"," 0"," 15.0","24"," 25.1"," 28.0","  76.1","*","  61.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-14","26.61","-80.03","0.0","LAKE WORTH FL, US","  66.9","24","9999.9"," 0","1021.9","24","999.9"," 0","999.9"," 0"," 16.1","24"," 22.0"," 27.0","  68.9","*","  64.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-15","26.61","-80.03","0.0","LAKE WORTH FL, US","  71.6","24","9999.9"," 0","1019.9","24","999.9"," 0","999.9"," 0","  9.4","24"," 13.0"," 17.1","  73.8","*","  68.9","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-16","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.9","24","9999.9"," 0","1014.9","24","999.9"," 0","999.9"," 0"," 15.8","24"," 21.0"," 24.1","  75.4","*","  73.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-17","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.5","24","9999.9"," 0","1009.0","24","999.9"," 0","999.9"," 0"," 17.2","24"," 22.9"," 25.1","  76.5","*","  74.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-18","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.3","24","9999.9"," 0","1009.6","24","999.9"," 0","999.9"," 0"," 13.2","24"," 21.0"," 28.9","  79.0","*","  67.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-19","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.7","24","  60.5"," 4","1016.3","24","999.9"," 0","999.9"," 0","  5.2","24","  8.9","  9.9","  76.6","*","  66.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-20","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.1","24","  64.8","24","1016.2","24","999.9"," 0","999.9"," 0","  6.3","24"," 11.1"," 13.0","  75.2","*","  71.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-21","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.9","24","  66.9","24","1016.1","24","999.9"," 0","999.9"," 0","  8.7","24"," 13.0"," 15.0","  76.1","*","  68.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-22","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.6","24","  67.4","24","1017.0","24","999.9"," 0","999.9"," 0"," 16.1","24"," 19.0"," 22.9","  75.7","*","  71.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-23","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.5","24","  67.1","24","1016.2","24","999.9"," 0","999.9"," 0","  6.5","24"," 15.9"," 17.1","  77.9","*","  68.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-24","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.6","24","  66.2","24","1015.3","24","999.9"," 0","999.9"," 0","  7.0","24"," 12.0"," 15.9","  78.8","*","  68.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-25","26.61","-80.03","0.0","LAKE WORTH FL, US","  69.1","24","  64.2","24","1012.4","24","999.9"," 0","999.9"," 0","  7.9","24"," 12.0"," 18.1","  76.5","*","  65.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-26","26.61","-80.03","0.0","LAKE WORTH FL, US","  61.4","24","  47.9","24","1019.3","24","999.9"," 0","999.9"," 0"," 15.6","24"," 22.9"," 28.0","  73.4","*","  55.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-27","26.61","-80.03","0.0","LAKE WORTH FL, US","  67.5","24","  54.2","24","1024.0","24","999.9"," 0","999.9"," 0"," 13.7","24"," 19.0"," 22.9","  71.4","*","  60.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-28","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.1","24","  62.5","24","1020.7","24","999.9"," 0","999.9"," 0"," 18.8","24"," 25.1"," 28.9","  75.2","*","  72.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-29","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.8","24","  70.8","24","1016.4","24","999.9"," 0","999.9"," 0"," 17.2","24"," 22.0"," 24.1","  77.0","*","  71.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-30","26.61","-80.03","0.0","LAKE WORTH FL, US","  70.3","24","  59.1","23","1014.5","24","999.9"," 0","999.9"," 0","  8.7","24"," 14.0"," 19.0","  74.5","*","  66.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-03-31","26.61","-80.03","0.0","LAKE WORTH FL, US","  66.9","24","  52.6","24","1018.4","24","999.9"," 0","999.9"," 0","  8.5","24"," 13.0"," 15.0","  72.0","*","  59.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-01","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.2","24","  57.9","24","1020.2","24","999.9"," 0","999.9"," 0","  6.5","24"," 12.0"," 13.0","  73.8","*","  68.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-02","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.5","24","  57.2","24","1021.1","24","999.9"," 0","999.9"," 0","  7.8","24","  9.9"," 13.0","  73.8","*","  71.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-03","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.9","24","  60.7","24","1019.9","24","999.9"," 0","999.9"," 0"," 11.3","24"," 13.0"," 15.9","  74.7","*","  73.0","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-04","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.3","24","  62.9","24","1017.4","24","999.9"," 0","999.9"," 0"," 13.0","24"," 17.1"," 19.0","  76.5","*","  74.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-05","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.5","24","  64.7","24","1016.4","24","999.9"," 0","999.9"," 0","  9.1","24"," 13.0"," 15.0","  77.4","*","  71.2","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-06","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.7","24","  65.8","24","1015.8","24","999.9"," 0","999.9"," 0"," 10.4","24"," 15.9"," 19.0","  76.8","*","  71.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-07","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.9","24","  69.5","24","1013.9","24","999.9"," 0","999.9"," 0"," 17.1","24"," 20.0"," 22.9","  77.7","*","  76.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-08","26.61","-80.03","0.0","LAKE WORTH FL, US","  77.9","24","  72.2","24","1010.5","24","999.9"," 0","999.9"," 0"," 15.6","24"," 22.9"," 33.0","  85.8","*","  72.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-09","26.61","-80.03","0.0","LAKE WORTH FL, US","  69.3","24","  55.4","24","1014.1","24","999.9"," 0","999.9"," 0"," 11.0","24"," 17.1"," 26.0","  73.4","*","  65.5","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-10","26.61","-80.03","0.0","LAKE WORTH FL, US","  72.1","24","  51.4","24","1022.0","24","999.9"," 0","999.9"," 0"," 12.5","24"," 15.9"," 19.0","  73.2","*","  71.1","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-11","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.1","24","  60.9","24","1022.1","24","999.9"," 0","999.9"," 0"," 11.8","24"," 17.1"," 19.0","  75.4","*","  69.8","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-12","26.61","-80.03","0.0","LAKE WORTH FL, US","  74.7","24","  62.6","24","1020.3","24","999.9"," 0","999.9"," 0"," 12.0","24"," 17.1"," 18.1","  75.6","*","  73.6","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-13","26.61","-80.03","0.0","LAKE WORTH FL, US","  75.0","24","  66.6","24","1017.9","24","999.9"," 0","999.9"," 0"," 17.3","24"," 19.0"," 22.0","  75.7","*","  74.3","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-14","26.61","-80.03","0.0","LAKE WORTH FL, US","  76.7","24","  70.5","24","1014.8","24","999.9"," 0","999.9"," 0"," 13.6","24"," 19.0"," 22.9","  77.9","*","  75.4","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-15","26.61","-80.03","0.0","LAKE WORTH FL, US","  77.3","24","  72.0","24","1012.4","24","999.9"," 0","999.9"," 0"," 13.8","24"," 19.0"," 22.0","  78.1","*","  75.7","*"," 0.00","I","999.9","000000"
"99405099999","2014-04-16","26.61","-80.03","0.0","LAKE WORTH FL, US","  73.8","24","  68.4","24","1014.8","24","999.9"," 0","999.9"," 0"," 13.5","24"," 22.0"," 25.1","  77.4","*","  69.4","*"," 0.00","I","999.9","000000"
